Station_ID,Season,Date,Depth,Temperature,Salinity,Density,pH,Oxygen,Agency,Station,cast_id
CLA_5,Spring 2019,2019-05-14,59,10.91,33.679,25.764,8.03,157.205796949168,CLA,CLA_5,CLA_CLA_5_2019-05-14
CLA_5,Spring 2019,2019-05-14,60,10.81,33.687,25.789,8.03,156.89731063852,CLA,CLA_5,CLA_CLA_5_2019-05-14
CLA_5,Spring 2019,2019-05-14,61,10.77,33.693,25.801,8.03,155.676869593439,CLA,CLA_5,CLA_CLA_5_2019-05-14
CLA_5,Spring 2019,2019-05-14,62,10.74,33.698,25.809,8.03,154.457059383434,CLA,CLA_5,CLA_CLA_5_2019-05-14
CLA_5,Spring 2019,2019-05-14,63,10.73,33.701,25.813,8.03,153.542513568743,CLA,CLA_5,CLA_CLA_5_2019-05-14
CLA_5,Spring 2019,2019-05-14,64,10.71,33.703,25.818,8.02,152.627826099683,CLA,CLA_5,CLA_CLA_5_2019-05-14
CLA_5,Spring 2019,2019-05-14,65,10.69,33.707,25.825,8.02,152.322140320946,CLA,CLA_5,CLA_CLA_5_2019-05-14
CLA_5,Spring 2019,2019-05-14,66,10.66,33.714,25.835,8.02,151.406731528137,CLA,CLA_5,CLA_CLA_5_2019-05-14
CLA_5,Spring 2019,2019-05-14,67,10.63,33.723,25.848,8.02,149.576988132774,CLA,CLA_5,CLA_CLA_5_2019-05-14
CLA_5,Spring 2019,2019-05-14,68,10.58,33.734,25.865,8.01,146.832817816501,CLA,CLA_5,CLA_CLA_5_2019-05-14
CLA_5,Spring 2019,2019-05-14,69,10.56,33.739,25.872,8,144.394773320462,CLA,CLA_5,CLA_CLA_5_2019-05-14
CLA_5,Spring 2019,2019-05-14,70,10.54,33.752,25.887,8,142.869532706683,CLA,CLA_5,CLA_CLA_5_2019-05-14
CLA_5,Spring 2019,2019-05-14,71,10.49,33.772,25.912,7.98,139.81986672148,CLA,CLA_5,CLA_CLA_5_2019-05-14
CLA_5,Spring 2019,2019-05-14,72,10.48,33.772,25.912,7.98,133.727497801154,CLA,CLA_5,CLA_CLA_5_2019-05-14
CLA_5,Spring 2019,2019-05-14,73,10.47,33.772,25.915,7.98,131.89940142121,CLA,CLA_5,CLA_CLA_5_2019-05-14
CLA_5,Spring 2019,2019-05-14,74,10.43,33.77,25.92,7.98,132.203374657117,CLA,CLA_5,CLA_CLA_5_2019-05-14
CLA_5,Spring 2019,2019-05-14,75,10.41,33.771,25.924,7.98,133.725933620987,CLA,CLA_5,CLA_CLA_5_2019-05-14
CLA_6,Spring 2019,2019-05-14,1,15.98,33.635,24.703,8.2,257.096328669598,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,2,16.03,33.636,24.692,8.2,256.489126330979,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,3,16.04,33.635,24.689,8.2,256.18489524056,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,4,16,33.634,24.696,8.2,255.87816523141,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,5,15.66,33.635,24.773,8.21,257.078766982271,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,6,15.64,33.635,24.779,8.21,261.956545541775,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,7,15.58,33.634,24.792,8.21,264.087882046387,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,8,15.54,33.636,24.802,8.21,264.39025347069,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,9,15.51,33.637,24.808,8.21,264.693652134312,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,10,15.5,33.636,24.811,8.21,264.692877278308,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,11,15.49,33.636,24.814,8.21,264.387157608376,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,12,15.42,33.636,24.828,8.21,264.383545860642,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,13,15.35,33.636,24.845,8.21,264.379160299626,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,14,15.21,33.634,24.874,8.21,264.676606350107,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,15,15.09,33.635,24.902,8.21,263.449700927212,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,16,14.99,33.631,24.919,8.21,263.140417594476,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,17,14.61,33.617,24.99,8.2,263.427082585881,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,18,14.16,33.603,25.074,8.19,260.661688723933,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,19,13.58,33.596,25.189,8.16,252.097117477549,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,20,13.49,33.589,25.203,8.15,240.814997770862,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,21,13.45,33.588,25.21,8.15,236.850602130508,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,22,13.38,33.587,25.223,8.15,235.62830616701,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,23,13.34,33.59,25.233,8.14,233.492266537591,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,24,13.29,33.596,25.249,8.14,230.135652888274,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,25,13.18,33.6,25.274,8.13,227.386769307858,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,26,13.03,33.602,25.305,8.12,221.893516143912,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,27,12.77,33.596,25.352,8.11,216.70200315961,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,28,12.67,33.6,25.373,8.1,209.382879287016,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,29,12.67,33.604,25.377,8.1,204.200846963551,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,30,12.66,33.602,25.379,8.1,203.286118302965,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,31,12.63,33.6,25.381,8.1,202.980945599915,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,32,12.57,33.595,25.39,8.1,202.369616967015,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,33,12.55,33.603,25.4,8.09,200.84379066302,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,34,12.44,33.616,25.43,8.06,200.228391511348,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,35,12.42,33.618,25.436,8.07,197.179621464028,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,36,12.36,33.618,25.449,8.08,195.348585839423,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,37,12.33,33.619,25.454,8.08,193.519106352224,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,38,12.32,33.622,25.458,8.08,192.299338255253,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,39,12.3,33.628,25.467,8.08,191.992899907423,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,40,12.2,33.639,25.495,8.07,190.768688499318,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,41,12.13,33.646,25.514,8.06,187.108314057472,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,42,12.11,33.649,25.52,8.06,184.364605380323,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,43,12.06,33.649,25.529,8.06,183.144058561846,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,44,11.95,33.65,25.551,8.05,181.921227082918,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,45,11.8,33.653,25.582,8.05,179.477996496231,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,46,11.76,33.654,25.589,8.04,176.429627668299,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,47,11.75,33.655,25.593,8.04,173.99123400529,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,48,11.73,33.656,25.597,8.04,173.076419392431,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,49,11.71,33.657,25.603,8.04,172.770696634496,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,50,11.67,33.657,25.608,8.04,172.160436874566,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,51,11.52,33.666,25.643,8.03,170.935768552306,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,52,11.45,33.674,25.663,8.02,166.666741801781,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,53,11.38,33.68,25.679,8.01,161.789139574475,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,54,11.34,33.695,25.699,8,159.348531231962,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,55,11.22,33.706,25.73,7.99,154.164282910582,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,56,11,33.727,25.786,7.97,146.844126015879,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,57,10.95,33.734,25.8,7.97,141.053739505483,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,58,10.9,33.738,25.811,7.96,138.615039448016,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,59,10.81,33.747,25.835,7.96,137.697872536656,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,60,10.76,33.751,25.847,7.96,134.954522069017,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,61,10.63,33.766,25.881,7.95,133.426911118334,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,62,10.59,33.77,25.891,7.95,130.683988388905,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,63,10.57,33.773,25.897,7.95,129.160109578579,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,64,10.56,33.773,25.899,7.95,128.855235473615,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,65,10.55,33.774,25.901,7.95,128.550362557358,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,66,10.54,33.775,25.903,7.95,128.550111948163,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,67,10.52,33.775,25.907,7.95,128.85423066335,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,68,10.5,33.774,25.91,7.95,128.853853863541,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,69,10.47,33.777,25.917,7.95,129.157591633958,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,70,10.46,33.779,25.921,7.95,129.461703830533,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,71,10.44,33.784,25.928,7.95,128.851593110965,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,72,10.41,33.796,25.944,7.94,127.935756785533,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,73,10.39,33.805,25.954,7.94,125.193056011158,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,74,10.35,33.82,25.972,7.93,122.754054529126,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,75,10.31,33.832,25.988,7.92,118.183201992142,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_6,Spring 2019,2019-05-14,76,10.28,33.843,26.003,7.91,114.830968461525,CLA,CLA_6,CLA_CLA_6_2019-05-14
CLA_7,Spring 2019,2019-06-11,1,18.59,33.657,24.098,8.14,277.693799287195,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,2,18.67,33.657,24.078,8.14,277.699222581109,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,3,18.5,33.654,24.118,8.14,278.29868032863,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,4,18.38,33.654,24.148,8.14,278.595671348268,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,5,18.35,33.652,24.155,8.14,279.509190286191,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,6,18.14,33.652,24.206,8.15,280.715775590371,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,7,17.91,33.647,24.258,8.15,283.752627605747,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,8,17.84,33.647,24.276,8.15,285.273166062813,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,9,17.65,33.645,24.319,8.16,284.040821819566,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,10,17.34,33.642,24.391,8.16,284.020857822254,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,11,16.96,33.636,24.476,8.17,283.082156544251,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,12,16.3,33.628,24.625,8.18,280.600982461205,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,13,15.98,33.627,24.697,8.18,278.751388302274,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,14,15.87,33.627,24.721,8.18,279.659777145919,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,15,15.66,33.625,24.766,8.19,280.867333004317,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,16,15.13,33.619,24.879,8.19,282.056067350643,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,17,14.67,33.617,24.977,8.2,284.773166347113,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,18,14.39,33.616,25.036,8.2,286.586047746715,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,19,14.25,33.617,25.067,8.21,280.175120197141,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,20,14.12,33.616,25.093,8.21,275.595086638266,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,21,14,33.614,25.116,8.21,271.930643475477,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,22,13.85,33.613,25.147,8.21,264.30127634112,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,23,13.57,33.612,25.203,8.21,253.922649548263,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,24,13.26,33.613,25.267,8.21,240.495155350257,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,25,13.19,33.613,25.282,8.21,227.689800693403,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,26,13,33.615,25.321,8.22,221.890053524637,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,27,12.91,33.615,25.34,8.21,212.742290356613,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,28,12.8,33.618,25.362,8.21,205.118179739948,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,29,12.74,33.621,25.376,8.21,197.1911594533,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,30,12.68,33.622,25.389,8.21,190.788409289165,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,31,12.55,33.624,25.416,8.21,187.126196180218,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,32,12.53,33.626,25.422,8.21,180.115529061183,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,33,12.39,33.626,25.449,8.21,175.234690885597,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,34,12.32,33.626,25.462,8.21,169.137426984282,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,35,12.19,33.626,25.487,8.21,165.171622654107,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,36,11.98,33.627,25.527,8.21,161.813119390916,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,37,11.81,33.618,25.553,8.21,156.628690729185,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,38,11.75,33.623,25.568,8.21,151.446149292067,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,39,11.6,33.6,25.578,8.21,149.616366694712,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,40,11.37,33.557,25.587,8.21,146.872618948294,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,41,11.31,33.552,25.593,8.21,141.691635398353,CLA,CLA_7,CLA_CLA_7_2019-06-11
CLA_7,Spring 2019,2019-06-11,42,11.28,33.549,25.596,8.2,137.120536385927,CLA,CLA_7,CLA_CLA_7_2019-06-11
